date	diatoms	microcms	gncms	sncms	microzoo
07/08/1996	79.8171172376	21.2454425366	0.8703066688	21.1954851135	1.6060310247
12/08/1996	22.0919203855	10.0998176027	2.9632545544	10.000343017	1.7079830288
20/08/1996	39.0390068549	1.5632364903	0.9760898039	10.362252155	0.8834161953
27/08/1996	49.6408836677	2.0418086886	1.0384612154	5.7212118323	3.4652742627
02/09/1996	24.4928977156	325.0829822911	2.4935191041	3.6113482297	4.358754843
09/09/1996	0.259736399	1.5669125824	0.0345286184	1.3634542309	0
23/09/1996	2.379667029	2.5523644835	0.5933526691	0.2329624339	1.3910645784
30/09/1996	4.9765026311	1.1953730383	0.262905717	1.0708484946	0.3185730697
07/10/1996	11.0422314212	0.9526633944	1.3259029067	1.1090051789	0.5709349473
14/10/1996	6.5121733573	0.3093670608	0.3237352884	0.9146895493	0.6391010667
21/10/1996	2.435369941	0.5560635598	0.1904528466	1.497636438	0.1719324839
30/10/1996	4.6880228191	0.1419762976	0.6711236504	2.0419365223	0.0680884522
04/11/1996	1.2219296903	0.1966679084	0.3490249543	1.127246973	0.661281654
11/11/1996	1.659575077	0.1138973801	0.3059050403	0.4670064757	0.1912933473
18/11/1996	0.9728445745	0	0.2984456226	1.3140641175	0.0971326377
25/11/1996	2.0009643022	0.2746552669	0.420541725	0.3499844548	0.0715111591
02/12/1996	1.0805342134	0.0246236106	0.2020761455	0.2716092382	0.8882773942
09/12/1996	0.901773245	0.04231609	0.2049875582	0.8545561268	0.008768485
16/12/1996	1.4636326109	0.0142371725	0.0594341604	0.0193234022	1.54882038
30/12/1996	1.6036406906	0	0.0416039123	0	0.6363599992
06/01/1997	1.8216768375	0.1685889909	0.0742324052	0.0966170108	0.7101251385
13/01/1997	1.5924944702	0.4206238794	0.1113179956	0.0772936086	1.0202655962
27/01/1997	1.7876579976	0.1279904517	0.0617137509	0.0920565622	0.2411846578
17/02/1997	0.8900121187	0.29885922	0.7576456468	4.6821655982	0.1314022532
27/02/1997	0.4503002267	0.0435253495	0.4443380907	0.2898510323	0.5321555631
03/03/1997	0.42199998	0	0.2811200889	0.6956424775	0
10/03/1997	0.6067406555	0.0217626748	0.4857235233	3.5061886537	0
17/03/1997	1.3897438353	0.0246236106	1.3188354086	8.7120461735	0
24/03/1997	0.2353899773	0	2.7527835909	3.5942983426	0.4685023427
01/04/1997	8.0737982128	0.1419762976	0.9668990416	3.4397111254	0.6251430097
07/04/1997	4.9060093342	0.1703062629	1.3734803828	5.2369330679	0.5895072202
14/04/1997	26.9977443849	0.4237670941	0.307421042	1.0770511753	1.0486372852
21/04/1997	27.8217648672	1.2093180219	0.2228178063	2.2528825776	3.3300138553
28/04/1997	17.1775195618	0.9411073549	0.4991263571	1.3430492207	0.8701571069
12/05/1997	2.3312772829	0.4201676863	0.3673599169	0.8373959407	0
19/05/1997	18.1753793683	1.141838532	0.5013287135	1.3195996268	2.2573893601
28/05/1997	4.8240294291	0.4555895203	0.8110954041	1.6747918814	1.3668888352
03/06/1997	3.7318166549	1.0106416356	1.0080942703	2.3024618876	2.4156988871
09/06/1997	5.7669833397	0.5417665352	0.0534907444	0.1363454231	0.0971326377
16/06/1997	85.9780568635	1.5552278323	1.3219740725	4.1367839059	8.0463391048
23/06/1997	80.4232387475	5.9279867961	0.2996895274	1.4790329965	8.4631539416
30/06/1997	60.8106903038	2.3036615505	0.1403782293	0.184981638	0.765173389
07/07/1997	17.4177921586	20.4367562989	0.4089638292	8.7387601832	1.103940706
14/07/1997	8.2592880109	31.7755559268	1.1748165935	0.2726908462	2.0558983367
21/07/1997	2.2197496957	214.7344826845	1.1204380953	1.8355107343	3.5162794656
28/07/1997	4.8587729556	600.9888985649	2.1334784921	0.4767989272	1.2251221425
04/08/1997	0.2652209114	260.1321091103	0.3745308919	0.2726908462	0.9239890307
11/08/1997	2.7127482477	157.6574577156	2.0495398237	1.5612981371	1.1096738833
18/08/1997	6.7025783256	21.1544580208	1.0387936618	1.2967518794	0.4770827656
26/08/1997	5.7835088136	41.5306141148	0.6232506081	0.6926967661	0.1942652754
01/09/1997	15.4096227959	6.3520620706	0.6548000589	0	0.5437488621
08/09/1997	18.7917423823	6.808927802	1.0970657289	0	0.5281246787
15/09/1997	3.206095592	0.8746212057	0.2286406317	0.1363454231	0.0498913106
22/09/1997	6.8848767595	9.2244863428	0.5100093345	0.3693078569	2.7453231096
29/09/1997	10.4878621905	1.2888809065	0.9600723615	0.7192923117	2.0775754987
06/10/1997	4.4757846332	0.931613446	0.4305961866	0.7396973219	0.9280041954
13/10/1997	2.0005242099	0.0280789175	0.5205685105	0.2726908462	1.0839985268
10/11/1997	2.0913214192	0.0962278776	0.0475473284	0.1556688252	0.1856848525
20/11/1997	36.3095614819	0.2246313403	0.0742324052	0.5453816924	0.1995652422
25/11/1997	1.3107949836	0.0280789175	0.0606068973	0.1556688252	0.1232781503
10/12/1997	1.345926465	0.2246027251	0.1933642593	0.1556688252	0.1856848525
17/12/1997	1.5842301408	0	0.0519747427	0.1363454231	0.6363599992
05/01/1998	3.037967998	0.035504948	0.0297170802	0.5453816924	0.0715111591
12/01/1998	0.6519269854	0	0.2004395532	0.0121590537	0.0350739401
19/01/1998	0.7688643298	0.0108813374	0.0995220711	0	0.4668713583
26/01/1998	0.2109119832	0	0.1789888361	0	0.1392636394
02/02/1998	0.2695622226	0	0.3323857754	0.2920142483	0.2519539933
16/02/1998	0.7871618354	0.0287256717	0.5285185048	13.1653726174	0.7971677683
23/02/1998	1.5975529495	0.0287256717	0.4988851758	6.4662050918	0.1812496207
02/03/1998	0.6203965312	0.0287256717	0.3273740897	2.5905630387	0.2813315261
16/03/1998	0.2675329231	0.1149026866	1.3964612394	0.7010505176	0.0971326377
23/03/1998	2.5941009415	0.1149026866	2.1711729531	5.1811260775	0.0680884522
30/03/1998	3.7896830732	0.3344561707	0.6006237412	1.463285202	3.7415135885
06/04/1998	0.8263984144	0.1703062629	0.2632898408	2.3178721926	0.5042579223
14/04/1998	0.6019013598	0.1703062629	0.1814162027	0	0
20/04/1998	15.5950861794	0	0.3003662417	0.1363454231	0
27/04/1998	63.1031093839	0.0246236106	0.5851250038	0.5647050945	1.3165361423
07/05/1998	38.5404422543	0.2691195532	0.5200637961	0.7281483286	0.6958283644
11/05/1998	9.2350542841	0.2867540633	1.1351470613	1.0907633847	1.0236736416
18/05/1998	14.3852743963	0.2205346728	0.5857577414	2.1931996346	2.9052040142
27/05/1998	9.3805345512	0.2986835249	0.1767864797	1.6800236796	0.7725369035
01/06/1998	31.3096963639	2.5886850096	3.9057601651	8.0624297552	19.1182631084
18/06/1998	10.0959391151	1.5210372338	0.434833397	0.4283596714	9.1000200627
22/06/1998	45.383946011	2.7340809317	0.1114089032	19.1229357087	0.9482216749
06/07/1998	44.9229400766	1.9832794589	1.6047632106	3.456307278	1.4490511757
13/07/1998	28.9023132686	3.3813610601	1.4091017495	2.3788844871	0.1942652754
20/07/1998	45.116023922	0.3363056499	0.0475473284	0.6440605512	1.6261556054
27/07/1998	33.5826850605	1.1720937236	1.7044152174	1.7348239359	9.067717882
03/08/1998	6.845308035	11.80758587	2.3677411198	0.6875635481	0.956185042
17/08/1998	23.097122505	0.3717941492	0.419146314	2.5905630387	1.2301175292
24/08/1998	8.1387758131	0.2019533856	0.1129249048	0.5947211218	0.6893964934
03/09/1998	15.8535076943	0.592128843	0.8375392997	4.6937145916	0.221440432
28/09/1998	11.0671471308	0.3307332727	0.2539302976	0.4283596714	0.1946237474
05/10/1998	7.5965204924	0.327357795	0.5273274356	2.0451813464	0.0357555795
12/10/1998	4.1596803901	0.6685368178	0.9316304649	2.5905630387	0
04/11/1998	1.5319580468	0	0.2895907939	0.5453816924	0
10/11/1998	1.5092506981	0.1305760485	0.6775494291	9.7339347975	3.6038126614
16/11/1998	3.3365987546	0.0681489601	0.0237736642	1.0907633847	0
23/11/1998	2.9050787476	0	0.0594341604	0.6033518988	7.2668948047
30/11/1998	1.4500388989	0	0.0534907444	0.1363454231	0.2676536944
07/12/1998	0.2899672786	0	0.1545288172	0.8180725386	0
15/12/1998	0.5473370467	0	0.0416039123	0.1932340215	0
05/01/1999	0.4183784885	0	0.0519747427	0.1363454231	0
11/01/1999	0.8683547462	0	0.1637000147	0.1363454231	0
20/01/1999	0.8686756455	0.0435253495	0.0980060694	0	0.0680884522
26/01/1999	0.5666131364	0	0.0178302481	0	0.0971326377
01/02/1999	0.0726138165	0	0.0579181588	0.1363454231	0
08/02/1999	0.3439472539	0	0.0632956359	0	0
15/02/1999	0.1190435106	0.0204016377	0.0471683279	6.8172711546	0.0464212131
22/02/1999	0.4617061438	0	0.0909859474	0.306777202	0
08/03/1999	0.7323518742	0.0108813374	0.3599631172	3.4086355773	0.0956466736
15/03/1999	0.3799869448	0.0851531314	0.6964865308	0.1704317789	0.0178777898
22/03/1999	0.4255572336	0	0.2686264589	0.7158134712	0
29/03/1999	1.566341931	0.0672001763	0.3452838947	5.772928983	0.5626630523
06/04/1999	11.7293973695	0.0425765657	0.2436800578	21.3721450697	1.0829814375
12/04/1999	121.1444912012	0.0287256717	0.2469078393	2.6369842518	0
19/04/1999	71.3854572817	0.0425765657	0.1657065929	0.6135544039	0.1856848525
26/04/1999	73.6526887274	0.0280789175	0.5184931005	1.2271088078	12.5535115868
04/05/1999	5.0685303342	0	0.9904501598	0.867411968	4.1757398687
10/05/1999	22.3790521548	0.05694869	0.0999061949	0.7281483286	0.2828174902
17/05/1999	76.0101491569	0.1686229997	0.405547702	1.9581753527	0.2828174902
26/05/1999	87.1769956569	0.4964535455	0.7851860074	2.8632538849	2.3340811711
02/06/1999	26.6222887747	0.087050699	0.5231044445	1.5977752983	0.9965946012
07/06/1999	52.3499178295	0.5979694877	0.4089638292	0.2726908462	1.4833142019
14/06/1999	42.4224076662	6.4953867538	0.1273595194	1.1496660357	1.9541596374
21/06/1999	16.3572932405	3.587228889	0.1626358918	1.3353508882	3.6013826837
05/07/1999	3.6152476346	13.4788559295	1.844731266	0.3213270611	0.0971326377
12/07/1999	2.7637094548	180.7192249304	2.1240675126	4.5648019077	0.0585144447
19/07/1999	20.9524399407	13.0356805729	1.6118229943	0.2431810744	2.9853783641
26/07/1999	9.6930780209	8.0483366251	0.2654534994	4.7470723916	1.0414343399
02/08/1999	1.5743557409	40.8126526142	1.8935384954	92.4518630397	5.14990659
09/08/1999	1.9091985288	9.4287824426	1.4676202495	24.1382093922	1.235417496
16/08/1999	0.8835610595	10.9928182772	0.3938566481	1.4196424424	1.774156432
23/08/1999	4.2507534793	12.6820474452	0.372941561	0	1.235417496
01/09/1999	1.9648926007	12.2152936577	3.1311923155	1.886267697	1.2171018745
06/09/1999	45.1665223735	5.1509159179	0.4033044399	0.7192923117	0.8825298647
13/09/1999	11.4701651741	1.5707107402	1.282630369	1.1680569933	2.3534147331
20/09/1999	31.2525273897	0.1369392807	0.4175774767	0	1.1468798206
04/10/1999	1.5982409244	0.0613769267	0.0832078246	0.1363454231	0
11/10/1999	0.9993547268	0.2500316563	2.3145987773	11.6575336744	0.7338689464
25/10/1999	1.1714402746	0.05694869	0.1018450181	0	0
03/11/1999	1.1090256733	0.0613769267	0.3107694142	0.1545872172	0.3799501279
08/11/1999	1.2731461431	0.087050699	0.1826093051	2.8632538849	1.2171018745
15/11/1999	0.5476617628	0	0.0579181588	0.0681727115	0
22/11/1999	1.3510780155	0.0204016377	0.1229524705	0.4090362693	0
29/11/1999	1.6948503739	0	0.0772644086	0.4090362693	0
07/12/1999	0.3206198289	0.0280789175	0.0698049909	0	0
14/12/1999	2.7893673974	0.2500316563	0.0519747427	0.0386468043	0
04/01/2000	3.3012112142	0.0246236106	0.0519747427	0.0772936086	0
10/01/2000	2.5382062526	0	0.0772644086	0.0193234022	0
17/01/2000	3.371361403	0	0.0400879106	0	0
24/01/2000	1.2327499695	0.0246236106	0.0534907444	0.1363454231	0
02/02/2000	7.3469811787	0	0.1426419851	0.1363454231	0.0971326377
14/02/2000	8.7115112815	0.0425765657	0.1129249048	0.4090362693	0.1856848525
21/02/2000	4.0300959318	0	0.1455533978	1.2271088078	0
28/02/2000	1.4894846164	0	0.1827298957	0.8180725386	0
13/03/2000	12.2111420487	0.0722510212	0.2524142959	2.0451813464	0.1856848525
20/03/2000	0.7352679426	0.1123156701	0.2539302976	2.999599308	0
27/03/2000	7.1821501884	0.5739341444	0.2821313761	1.9088359233	0.2854674736
03/04/2000	8.6753628672	0.1265733599	0.3103324547	3.5449810004	2.6844418381
11/04/2000	33.0832576578	0.0246236106	0.0742324052	1.0907633847	1.7160316305
27/04/2000	13.2416497634	0.6072468434	0.4543225894	5.4538169237	5.5102178234
03/05/2000	33.6849612217	0.7844665194	0.4450158818	2.5528964745	0
08/05/2000	35.114334959	0.3501654524	0.2405274638	4.1489429596	2.9005579506
15/05/2000	17.5781652064	0.5039692311	0.1637000147	10.4108883699	1.4184389483
22/05/2000	91.0974388693	0.2958091049	1.0783737872	7.8181103293	0.1942652754
31/05/2000	8.4490265399	0.9284704138	0.7057106787	22.1126282557	3.2632038438
05/06/2000	19.1682804423	0.9720963699	0.0713209925	1.409875444	5.3649461215
12/06/2000	102.3140171363	1.7762361756	1.3005134528	0.184981638	1.0358522538
19/06/2000	33.6852972774	1.096560538	1.465162574	0.6875635481	5.4064701163
26/06/2000	32.2944198839	1.6652006548	0.2586740808	1.3751270961	6.1716605439
03/07/2000	4.3051930724	5.564336694	1.224439332	1.1003266062	4.2637838991
10/07/2000	10.0202298807	16.6055598741	5.6658077094	2.1424537761	1.5539985776
17/07/2000	20.9655355197	8.9395438581	3.1022285635	0.0486362149	14.5990641908
31/07/2000	4.378280275	67.2572825643	0.7738641579	0	0.2537733047
07/08/2000	11.6156085131	42.4761894056	0.2792199634	0.7060452229	0
21/08/2000	12.5006814822	5.7277069663	0.5089657052	0.1159404129	0.7408561513
04/09/2000	0.3381688423	18.1301576913	0.1474535232	0	0.1856848525
11/09/2000	1.6682206631	4.9676768871	0.5866465797	0.6817271155	1.2566110464
20/09/2000	1.756432599	0.3170166166	0.2316726351	0.1704317789	1.402786727
16/10/2000	0.1869894464	0	0.1351825673	0	0
26/10/2000	0.1416309827	0.05694869	0.2168743903	0	0
06/11/2000	0.2050024594	0	0.2019555549	1.2271088078	0.0350739401
13/11/2000	0.7015823535	0.05694869	0.0832078246	0	0
20/11/2000	0.3530330877	0.0435253495	0.0713209925	0.2726908462	0
18/12/2000	0.5514706354	0	0.0237736642	0	0
16/01/2001	0.7049109838	0	0.0178302481	0	0
29/01/2001	0.4961265681	0	0.1410656881	0.4186979704	0
08/02/2001	0.5304093386	0	0.1232957353	0.2726908462	0.3825866945
13/02/2001	2.2117115423	0.0777290279	0.087635239	0.1363454231	0.0485663188
19/02/2001	0.9891706118	0	0.0832078246	0.8180725386	0
27/02/2001	0.5238987376	0	0.1587141211	0	0.274092047
05/03/2001	0.4267468358	0	0.0534907444	0	0
12/03/2001	0.5704818196	0	0.4517748069	2.1815267695	0.1856848525
02/04/2001	1.1036367348	0.1149026866	0.7063378421	0.0386468043	0
09/04/2001	1.1259457239	0	0.2467872487	0	0.0680884522
18/04/2001	39.3641535606	0.0246236106	0.2915114129	6.1819652522	0.4506751467
23/04/2001	44.9665441334	0	0.3490249543	1.3634542309	0
30/04/2001	40.4220424348	0	0.3147598691	1.0907633847	0
09/05/2001	35.838356094	0.4555152124	0.1039494855	0.5918029055	1.3000347861
14/05/2001	36.2029639233	0.4555152124	0.6152790434	0.9284242626	0.2608677635
21/05/2001	9.2837783295	0.1157763707	0.1248117369	0.2336178528	0.0350739401
30/05/2001	3.4979887224	0.1844275924	2.0781667404	4.825302607	0.6669987075
04/06/2001	52.5369604403	1.0777769434	0.7365012269	3.1309580935	15.9324864131
11/06/2001	74.1519619247	1.9583318892	0.3067119857	0.389089719	4.5055163287
18/06/2001	9.0882654194	2.8600525681	0.5011545057	0.2431810744	1.3828964283
25/06/2001	3.194129442	3.1585380586	1.1206651854	1.0947792638	0.1307206137
02/07/2001	7.8874201685	2.8935438144	1.0640876894	5.3426167417	0.5933957599
09/07/2001	3.6744843112	6.9455665961	3.6944344354	1.0693870751	1.7038951377
16/07/2001	5.8630309397	4.0179116247	1.2866096205	0.3899898926	1.7341836715
23/07/2001	1.7584562955	7.8707784817	0.8612712767	0.7446456455	1.1314989274
30/07/2001	0.5090181346	14.5013315005	6.1329161186	0.9644576593	1.2390025322
06/08/2001	6.3828086723	2.9998977119	0.4059318259	0.2767067252	0.7539563995
13/08/2001	16.5555886659	16.2687772433	2.2100801751	0.2726908462	1.327554747
